operon	miembros	locus_tags	fuente
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY	PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243	refseq_adyacencia
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ	PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242	refseq_adyacencia
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsM	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM	PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241	refseq_adyacencia
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMK	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK	PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240	refseq_adyacencia
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD	PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239	refseq_adyacencia
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA	PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238	refseq_adyacencia
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ	PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA	PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA-bfrA	rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
rpsKD	rpsK|rpsD	PA4240|PA4239	refseq_adyacencia
rpsKD-rpoA	rpsK|rpsD|rpoA	PA4240|PA4239|PA4238	refseq_adyacencia
rpsKD-rpoA-rplQ	rpsK|rpsD|rpoA|rplQ	PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
rpsKD-rpoA-rplQ-katA	rpsK|rpsD|rpoA|rplQ|katA	PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
rpsKD-rpoA-rplQ-katA-bfrA	rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
rpsLG	rpsL|rpsG	PA4268|PA4267	refseq_adyacencia
rpsMK	rpsM|rpsK	PA4241|PA4240	refseq_adyacencia
rpsMKD	rpsM|rpsK|rpsD	PA4241|PA4240|PA4239	refseq_adyacencia
rpsMKD-rpoA	rpsM|rpsK|rpsD|rpoA	PA4241|PA4240|PA4239|PA4238	refseq_adyacencia
rpsMKD-rpoA-rplQ	rpsM|rpsK|rpsD|rpoA|rplQ	PA4241|PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
rpsMKD-rpoA-rplQ-katA	rpsM|rpsK|rpsD|rpoA|rplQ|katA	PA4241|PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
rpsMKD-rpoA-rplQ-katA-bfrA	rpsM|rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4241|PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
rpsNH	rpsN|rpsH	PA4250|PA4249	refseq_adyacencia
rpsNH-rplF	rpsN|rpsH|rplF	PA4250|PA4249|PA4248	refseq_adyacencia
rpsNH-rplFR	rpsN|rpsH|rplF|rplR	PA4250|PA4249|PA4248|PA4247	refseq_adyacencia
rpsNH-rplFR-rpsE	rpsN|rpsH|rplF|rplR|rpsE	PA4250|PA4249|PA4248|PA4247|PA4246	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD	rpsN|rpsH|rplF|rplR|rpsE|rpmD	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO-secY	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsM	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMK	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA-bfrA	rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
rpsP-rimM	rpsP|rimM	PA3745|PA3744	refseq_adyacencia
rpsP-rimM-trmD	rpsP|rimM|trmD	PA3745|PA3744|PA3743	refseq_adyacencia
rpsP-rimM-trmD-rplS	rpsP|rimM|trmD|rplS	PA3745|PA3744|PA3743|PA3742	refseq_adyacencia
rpsQ-rplN	rpsQ|rplN	PA4254|PA4253	refseq_adyacencia
rpsQ-rplNX	rpsQ|rplN|rplX	PA4254|PA4253|PA4252	refseq_adyacencia
rpsQ-rplNXE	rpsQ|rplN|rplX|rplE	PA4254|PA4253|PA4252|PA4251	refseq_adyacencia
rpsQ-rplNXE-rpsN	rpsQ|rplN|rplX|rplE|rpsN	PA4254|PA4253|PA4252|PA4251|PA4250	refseq_adyacencia
rpsQ-rplNXE-rpsNH	rpsQ|rplN|rplX|rplE|rpsN|rpsH	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplF	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsM	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMK	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA-bfrA	rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
rpsS-rplV	rpsS|rplV	PA4259|PA4258	refseq_adyacencia
rpsS-rplV-rpsC	rpsS|rplV|rpsC	PA4259|PA4258|PA4257	refseq_adyacencia
rpsS-rplV-rpsC-rplP	rpsS|rplV|rpsC|rplP	PA4259|PA4258|PA4257|PA4256	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC	rpsS|rplV|rpsC|rplP|rpmC	PA4259|PA4258|PA4257|PA4256|PA4255	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ	rpsS|rplV|rpsC|rplP|rpmC|rpsQ	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplN	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNX	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsN	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplF	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsM	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMK	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ-rpsMKD-rpoA-rplQ-katA-bfrA	rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR|rpsE|rpmD|rplO|secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247|PA4246|PA4245|PA4244|PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
rsfS-rlmH	rsfS|rlmH	PA4005|PA4004	refseq_adyacencia
rsfS-rlmH-pbpA	rsfS|rlmH|pbpA	PA4005|PA4004|PA4003	refseq_adyacencia
rsfS-rlmH-pbpA-rodA	rsfS|rlmH|pbpA|rodA	PA4005|PA4004|PA4003|PA4002	refseq_adyacencia
rsmB-trkA	rsmB|trkA	PA0017|PA0016	refseq_adyacencia
rsmC-lysP	rsmC|lysP	PA4627|PA4628	refseq_adyacencia
rsmH-ftsL	rsmH|ftsL	PA4420|PA4419	refseq_adyacencia
rsmH-ftsLI	rsmH|ftsL|ftsI	PA4420|PA4419|PA4418	refseq_adyacencia
rsmH-ftsLI-murE	rsmH|ftsL|ftsI|murE	PA4420|PA4419|PA4418|PA4417	refseq_adyacencia
rsmH-ftsLI-murEF	rsmH|ftsL|ftsI|murE|murF	PA4420|PA4419|PA4418|PA4417|PA4416	refseq_adyacencia
