Entry	Gene Names	Gene Ontology IDs	Keywords
Q9I3K5	PA1507	GO:0005886; GO:0042906; GO:0042907	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I3L5	PA1497	GO:0005886; GO:0015204	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I3M7	PA1485	GO:0003333; GO:0005886; GO:0015179	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I3P1	PA1471		Reference proteome;Signal
Q9I3P5	PA1467	GO:0003700; GO:0006351	Reference proteome;Transcription;Transcription regulation
Q9I3P6	PA1466	GO:0004364; GO:0005737	Reference proteome
Q9I3S0	PA1424	GO:0008033; GO:0016432	Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing
Q9I3S8	PA1416	GO:0016491; GO:0022904; GO:0071949	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9I3T7	PA1407	GO:0006364; GO:0008168; GO:0032259	Methyltransferase;Reference proteome;rRNA processing;S-adenosyl-L-methionine;Transferase
Q9I3U6	PA1398		Reference proteome;Signal
Q9I3V0	PA1394		Reference proteome
Q9I3V2	PA1392		Reference proteome
Q9I3V5	PA1389	GO:0016740	Reference proteome;Transferase
Q9I3V6	PA1388		Reference proteome
Q9I3V8	PA1386	GO:0005524; GO:0016020; GO:0016887; GO:0140359	ATP-binding;Nucleotide-binding;Reference proteome
Q9I3X2	PA1372	GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0033202; GO:0043138	ATP-binding;Nucleotide-binding;Reference proteome
Q9I3Y0	PA1364	GO:0016989	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I3Y9	PA1355		Reference proteome
Q9I3Z4	PA1350		Reference proteome
Q9I3Z5	PA1349		3D-structure;Reference proteome
Q9I3Z7	PA1347	GO:0003677; GO:0006351; GO:0006355; GO:0016301	DNA-binding;Kinase;Reference proteome;Transcription;Transcription regulation;Transferase
Q9I410	PA1334	GO:0005829; GO:0010181; GO:0016628	Oxidoreductase;Reference proteome
Q9I412	PA1332		Reference proteome
Q9I421	PA1323	GO:0005886; GO:0043022	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I430	PA1314		3D-structure;Reference proteome
Q9I435	PA1309	GO:0000976; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I439	PA1305		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I448	PA1296	GO:0005829; GO:0016618; GO:0030267; GO:0051287	NAD;Oxidoreductase;Reference proteome
Q9I455	PA1289		Reference proteome
Q9I462	PA1282	GO:0005886; GO:0016020; GO:0022857	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I475	PA1269	GO:0000987; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I480	PA1264	GO:0003677; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I4A2	PA1236	GO:0005886; GO:0022857; GO:0055085	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I4A6	PA1232	GO:0005886; GO:0022857	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I4B8	PA1220		Reference proteome
Q9I4C9	PA1209	GO:0004792; GO:0005737; GO:0005886	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I4D0	PA1208	GO:0004497; GO:0004499; GO:0050660; GO:0050661	FAD;Flavoprotein;Monooxygenase;NADP;Oxidoreductase;Reference proteome
Q9I4D5	PA1203		Reference proteome
Q9I4F0	PA1188	GO:0003824	Reference proteome
Q9I4F2	PA1186	GO:0004497; GO:0016705	Flavoprotein;FMN;Monooxygenase;Oxidoreductase;Reference proteome
Q9I4G0	napE PA1177		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I4G6	PA1171	GO:0008933; GO:0009253; GO:0009254	Reference proteome;Signal
Q9I4G7	PA1170	GO:0005886	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I4H1	PA1166	GO:0016787	Reference proteome;Signal
Q9I4H8	PA1159	GO:0003676; GO:0005829; GO:0010468	Cytoplasm;Reference proteome
Q9I4J6	PA1139		Reference proteome;Signal
Q9I4M2	PA1113	GO:0005524; GO:0005886; GO:0016887; GO:0034040; GO:0055085; GO:0140359	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix
Q9I4M7	PA1108	GO:0005886; GO:0022857; GO:0055085	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I4N8	fgtA PA1091	GO:0016020; GO:0044010; GO:0047355	Cell projection;Cilium;Flagellum;Reference proteome;Transferase
Q9I4P2	flgL PA1087	GO:0005198; GO:0005576; GO:0009424; GO:0071973	Bacterial flagellum;Cell projection;Cilium;Flagellum;Reference proteome;Secreted
Q9I4Q8	PA1066	GO:0016491	Oxidoreductase;Reference proteome
Q9I4R0	PA1064		Reference proteome
Q9I4T8	PA1036	GO:0005886	Reference proteome
Q9I4U0	PA1034		Reference proteome
Q9I4U5	PA1029		3D-structure;Reference proteome
Q9I4U6	PA1028	GO:0005737; GO:0016491	Oxidoreductase;Reference proteome
Q9I4U8	PA1026	GO:0003677; GO:0032784	Reference proteome
Q9I4V2	PA1022	GO:0016627; GO:0033539; GO:0071949	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9I4V9	PA1014	GO:0008919; GO:0016757	Reference proteome;Transferase
Q9I4W6	PA1007	GO:0005886; GO:0055085	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I4X5	cupC3 PA0994	GO:0009279; GO:0009297; GO:0015473	Cell outer membrane;Fimbrium biogenesis;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane beta strand;Transport
Q9I4X6	cupC2 PA0993	GO:0006457; GO:0030288; GO:0044183; GO:0071555	Chaperone;Periplasm;Reference proteome;Signal
Q9I4Y0	PA0989		Reference proteome;Signal
Q9I505	PA0953	GO:0015036; GO:0016209; GO:0016491; GO:0017004; GO:0030313	Cytochrome c-type biogenesis;Disulfide bond;Redox-active center;Reference proteome
Q9I511	PA0947	GO:0006260; GO:0006270; GO:0032297	Reference proteome
Q9I512	PA0946		Reference proteome;Signal
Q9I531	PA0926		Reference proteome
Q9I532	PA0925		Reference proteome;Signal
Q9I535	PA0922		Reference proteome
Q9I543	PA0914		Reference proteome
Q9I563	PA0882	GO:0008410	Reference proteome;Transferase
Q9I566	PA0879	GO:0003995; GO:0005737; GO:0033539; GO:0050660	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9I569	PA0876	GO:0000976; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I581	PA0860	GO:0005524; GO:0005886; GO:0016887; GO:0034040; GO:0055085; GO:0140359	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix
Q9I586	PA0855		Reference proteome
Q9I590	PA0851	GO:0003941; GO:0004794; GO:0006565; GO:0006567; GO:0030170	Lyase;Pyridoxal phosphate;Reference proteome
Q9I5A9	PA0830		Reference proteome
Q9I5B2	PA0827		Reference proteome
Q9I5B3	PA0826		Reference proteome
Q9I5B7	PA0822	GO:0004518; GO:0016788	Hydrolase;Nuclease;Reference proteome
Q9I5D0	PA0808		Reference proteome
Q9I5D3	PA0805		Reference proteome
Q9I5E5	PA0793	GO:0016863; GO:0019629	3D-structure;Isomerase;Reference proteome
Q9I5G1	PA0777		Reference proteome;Signal
Q9I5H1	PA0758		Reference proteome
Q9I5H5	PA0754		Reference proteome;Signal
Q9I5J2	PA0737		Reference proteome;Signal
Q9I5J5	PA0734		Reference proteome
Q9I5K0	PA0728	GO:0003677; GO:0006310; GO:0007059; GO:0009009	DNA integration;DNA recombination;Reference proteome
Q9I5L4	PA0714		Reference proteome;Signal
Q9I5L5	PA0713		Reference proteome;Signal
Q9I5L7	PA0711	GO:0016747	Reference proteome
Q9I5L9	PA0709	GO:0005829; GO:0016491	Reference proteome
Q9I5M7	PA0699	GO:0003755	Isomerase;Reference proteome;Rotamase;Signal
Q9I5M8	PA0698		Reference proteome
Q9I5N8	PA0687	GO:0005886; GO:0015627; GO:0015628	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I5P2	PA0683	GO:0005886; GO:0009276; GO:0015627; GO:0015628	Cell inner membrane;Cell membrane;Membrane;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I5Q7	PA0664		Reference proteome
Q9I5S5	PA0641		Reference proteome
Q9I5S8	PA0638	GO:0030430; GO:0046718; GO:0051536	Reference proteome
Q9I5S9	PA0623		3D-structure;Reference proteome
Q9I5T2	PA0606	GO:0005886; GO:0055085	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I5V2	PA0585		Reference proteome;Signal
Q9I5W2	PA0574	GO:0005524; GO:0018117; GO:0070733	ATP-binding;Nucleotide-binding;Reference proteome
Q9I5W5	PA0571		Reference proteome
Q9I5X9	PA0557		Reference proteome
Q9I5Z6	PA0540	GO:0016020	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I619	PA0499	GO:0006457; GO:0030288; GO:0044183; GO:0071555	Chaperone;Periplasm;Reference proteome;Signal
Q9I620	PA0498	GO:0007155; GO:0009289	Reference proteome
Q9I621	PA0497	GO:0007155; GO:0009289	Reference proteome;Signal
Q9I622	PA0496	GO:0005524; GO:0005829; GO:0016787	ATP-binding;Hydrolase;Nucleotide-binding;Reference proteome
Q9I628	PA0490		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I634	PA0484	GO:0005829; GO:0006351; GO:0006355	Cytoplasm;Reference proteome;Repressor;Transcription
Q9I647	PA0471	GO:0016989; GO:0034756	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I658	PA0460		Reference proteome;Signal
Q9I662	PA0456	GO:0003676; GO:0005829; GO:0010468	Cytoplasm;Reference proteome
Q9I665	PA0453		Reference proteome
Q9I672	PA0446	GO:0008410	Reference proteome;Transferase
Q9I680	codA PA0437	GO:0004131; GO:0006209; GO:0035888; GO:0046872	Hydrolase;Metal-binding;Reference proteome
Q9I684	PA0433		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I695	PA0418		Reference proteome
Q9I6A3	PA0397	GO:0005385; GO:0005886; GO:0046872; GO:0071577	3D-structure;Ion transport;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport;Zinc;Zinc transport
Q9I6A4	PA0391		Reference proteome
Q9I6B0	PA0385		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I6B8	PA0377		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I6E4	PA0349		Reference proteome;Signal
Q9I6E5	PA0348		Reference proteome;Signal
Q9I6E9	PA0344	GO:0002098; GO:0005525; GO:0005737; GO:0005829; GO:0030488	Reference proteome
Q9I6F4	PA0339		Reference proteome
Q9I6F5	PA0338	GO:0005886; GO:0052621; GO:0061939	Reference proteome
Q9I6I1	PA0310	GO:0008198; GO:0031418; GO:0031543; GO:0071456	Dioxygenase;Iron;Metal-binding;Oxidoreductase;Reference proteome;Vitamin C
Q9I6I4	PA0307		Reference proteome
Q9I6J6	PA0295	GO:0015847; GO:0019809; GO:0019810; GO:0030288	Periplasm;Reference proteome;Signal;Transport
Q9I6L2	PA0278	GO:0005886	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I6L4	PA0276	GO:0016020; GO:0046521	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I6L5	PA0275	GO:0003677; GO:0003700; GO:0005829; GO:0006351	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I6N1	PA0258		Reference proteome
Q9I6P0	PA0249	GO:0016746; GO:0016747	Acyltransferase;Reference proteome;Transferase
Q9I6P2	PA0246	GO:0005886; GO:0022857; GO:0055085	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I6P7	PA0241	GO:0005886; GO:0015134	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport
Q9I6R4	PA0224	GO:0005856; GO:0005996; GO:0051015	Reference proteome
Q9I6R8	PA0220	GO:0003333; GO:0005886; GO:0015179; GO:0051615	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I6R9	PA0219	GO:0004030	Oxidoreductase;Reference proteome
Q9I6T5	PA0203	GO:0015847; GO:0019809; GO:0019810; GO:0030288	Periplasm;Reference proteome;Signal;Transport
Q9I6U1	PA0193	GO:0005737; GO:0016706; GO:0046872	Dioxygenase;Iron;Metal-binding;Oxidoreductase;Reference proteome
Q9I6U5	PA0189	GO:0015288; GO:0016020	Reference proteome;Signal;Transport
Q9I6U8	PA0185	GO:0005886; GO:0042918	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I6X7	pcaR PA0155	GO:0003677; GO:0003700; GO:0006351; GO:0045892; GO:0045893; GO:0046278	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I712	PA0120	GO:0000987; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I716	PA0116	GO:0003677; GO:0003700; GO:0006351; GO:0006355; GO:0032993	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I717	PA0115	GO:0008080	3D-structure;Reference proteome
Q9I721	PA0111		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I723	PA0109		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I734	PA0098	GO:0016746	Reference proteome;Signal
Q9I757	pppA PA0075	GO:0004722; GO:0007165; GO:0046872; GO:0050709	3D-structure;Metal-binding;Reference proteome
Q9I770	PA0062		Reference proteome
Q9I774	PA0058	GO:0016491	3D-structure;Reference proteome
Q9I777	PA0055		Reference proteome
Q9I787	PA0045	GO:0030288	Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal
Q9I790	PA0042		Reference proteome
Q9I797	PA0033	GO:0000160; GO:0004672	Phosphoprotein;Reference proteome;Two-component regulatory system
Q9I7A6	PA0021	GO:0009294; GO:1990814	Reference proteome
Q9I7B4	PA0012	GO:0035438	3D-structure;Nucleotide-binding;Reference proteome
E1JGJ9	PA4724.1		Membrane;Reference proteome;Transmembrane;Transmembrane helix
G3XCU8	PA0628		3D-structure;Reference proteome
G3XCV5	phaC1 PA5056	GO:0016746; GO:0042619	Acyltransferase;Reference proteome;Transferase
G3XCV9	PA5514	GO:0005886; GO:0008658; GO:0071555	Reference proteome;Signal
G3XCW4	pcrR PA1704		Reference proteome
G3XD02	pstC PA5368	GO:0005886; GO:0055085	Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
G3XD06	PA0630		Reference proteome
G3XD08	PA0621		Reference proteome
G3XD39	PA0622		3D-structure;Reference proteome
G3XD41	PA0826.1		Reference proteome
G3XD44	PA0521	GO:0004129; GO:0005886; GO:0009060; GO:0019646	Membrane;Reference proteome;Transmembrane;Transmembrane helix
G3XD52	PA3302	GO:0004312; GO:0005835; GO:0006633; GO:0019171	Lyase;Reference proteome
G3XD59	PA4118		Reference proteome;Signal
G3XD60	narK1 PA3877	GO:0005886; GO:0015112; GO:0015706; GO:0042128	Membrane;Nitrate assimilation;Reference proteome;Transmembrane;Transmembrane helix
G3XD69	PA4521	GO:0005886; GO:0046677	Membrane;Reference proteome;Transmembrane;Transmembrane helix
G3XD85	wbpH PA3149	GO:0009243; GO:0016757; GO:0043165	Glycosyltransferase;Reference proteome;Transferase
G3XDA4	PA0653		Reference proteome
G3XDA9	pra PA4590		Reference proteome;Signal
O69004	vreA PA0674	GO:0019867; GO:0038023; GO:0042597	Cell outer membrane;Membrane;Reference proteome;Signal;Transport
Q9HT11	soj PA5563		Reference proteome
Q9HT23	PA5551	GO:0004222	Reference proteome
Q9HT45	PA5528		Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9HT65	PA5508	GO:0004356; GO:0005524; GO:0006542; GO:0046872	3D-structure;ATP-binding;Calcium;Ligase;Metal-binding;Nucleotide-binding;Reference proteome
Q9HT79	PA5494		3D-structure;Reference proteome;Signal
Q9HT83	PA5488	GO:0003824; GO:0006506; GO:0016020	Reference proteome
Q9HT92	PA5478	GO:0005886	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HTA1	PA5469	GO:0005886	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HTA4	PA5466	GO:0005886; GO:0055085	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HTA5	PA5465	GO:0016846; GO:0046872	Lyase;Metal-binding;Reference proteome;Zinc
Q9HTA7	PA5463		Reference proteome;Signal
Q9HTD6	PA5430	GO:0005886	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HTE0	PA5424	GO:0005886	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HTE5	soxG PA5419	GO:0008115; GO:1901053	Reference proteome
Q9HTG0	PA5404		Reference proteome
Q9HTG2	PA5402		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HTK3	glcD PA5355	GO:0003973; GO:0009339; GO:0019154; GO:0046296; GO:0071949	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9HTK4	glcE PA5354	GO:0003824; GO:0071949	FAD;Flavoprotein;Reference proteome
Q9HTL8	PA5340		Reference proteome;Signal
Q9HTM6	PA5329	GO:0047617	Hydrolase;Reference proteome
Q9HTP4	PA5310	GO:0030572; GO:0032049	Reference proteome;Signal
Q9HTQ1	PA5303		Reference proteome
Q9HTQ5	PA5299	GO:0006083; GO:0008775	Reference proteome
Q9HTR1	PA5293	GO:0003700; GO:0006351; GO:0009891; GO:0043565	Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HTS2	PA5282	GO:0005886; GO:0022857	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HTS3	PA5281	GO:0009231; GO:0016787	Hydrolase;Magnesium;Reference proteome
Q9HTT5	PA5264		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HTT7	PA5258		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HTU4	PA5250	GO:0005886	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HTV0	PA5244	GO:0005886	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HTV4	PA5236	GO:0008218; GO:0016491; GO:0051536	2Fe-2S;Iron;Iron-sulfur;Luminescence;Metal-binding;Oxidoreductase;Reference proteome
Q9HTY4	argE PA5206	GO:0005737; GO:0006526; GO:0008777; GO:0046872	Amino-acid biosynthesis;Arginine biosynthesis;Cobalt;Cytoplasm;Hydrolase;Metal-binding;Reference proteome;Zinc
Q9HTY7	PA5202	GO:0016289	3D-structure;Hydrolase;Reference proteome
Q9HU00	PA5189	GO:0003677; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HU58	PA5126		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HU64	PA5120		Reference proteome;Signal
Q9HU71	PA5113		Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
Q9HU90	PA5093	GO:0004397; GO:0006548	Histidine metabolism;Lyase;Reference proteome
Q9HU96	PA5087		3D-structure;Reference proteome;Signal
Q9HUA9	PA5074	GO:0005524; GO:0005886; GO:0015424; GO:0016887; GO:0042626	Amino-acid transport;ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Transport
Q9HUC1	PA5062		Reference proteome
Q9HUC3	phaF PA5060		Reference proteome
Q9HUD4	PA5037	GO:0016887; GO:0042834	Reference proteome
Q9HUE2	PA5027	GO:0005737; GO:0006950	Cytoplasm;Reference proteome
Q9HUH3	PA4992	GO:0000166; GO:0005829	3D-structure;Nucleotide-binding;Reference proteome
Q9HUI0	PA4985	GO:0015847; GO:0019809; GO:0019810; GO:0030288	Reference proteome;Signal
Q9HUI5	PA4980	GO:0006635; GO:0016829	3D-structure;Lyase;Reference proteome
Q9HUJ7	PA4968	GO:0005829; GO:0016788	Reference proteome
Q9HUP2	PA4921	GO:0004104	3D-structure;Hydrolase;Reference proteome;Signal
Q9HUQ2	PA4911	GO:0005886; GO:0015658; GO:0015803	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HUR3	PA4900	GO:0016020; GO:0022857	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HUR4	PA4899	GO:0000166; GO:0018479	3D-structure;NAD;Nucleotide-binding;Oxidoreductase;Reference proteome
Q9HUS5	desB PA4888	GO:0006629; GO:0016020; GO:0016717	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HUT8	PA4875	GO:0003824; GO:0030151; GO:0030170	Reference proteome
Q9HUV1	PA4862	GO:0005524; GO:0015803; GO:0015807; GO:0016887	Amino-acid transport;ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q9HUX0	PA4840	GO:0001731; GO:0002188; GO:0003743; GO:0006417	Protein biosynthesis;Reference proteome;Translation regulation
Q9HUX9	PA4831	GO:0000976; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HUY7	PA4823		Reference proteome
Q9HUY9	PA4821	GO:0005886; GO:0015297; GO:0022857; GO:0042910	Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HUZ3	PA4817		Reference proteome
Q9HV08	PA4801		Reference proteome
Q9HV10	PA4799		Reference proteome
Q9HV15	PA4793		Reference proteome
Q9HV16	PA4792	GO:0006629; GO:0008081	Reference proteome;Signal
Q9HV33	PA4775		Reference proteome
Q9HV36	PA4772	GO:0004458; GO:0008720; GO:0046872; GO:0050660; GO:0051536; GO:0071949; GO:1903457	FAD;Flavoprotein;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome;Transit peptide
Q9HV47	PA4754		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HV63	PA4736		Reference proteome;Signal
Q9HV79	PA4719	GO:0005886; GO:0015207	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HV80	PA4718		Reference proteome;Signal
Q9HV83	PA4715	GO:0008483; GO:0019272; GO:0030170; GO:0030632	3D-structure;Aminotransferase;Reference proteome;Transferase
Q9HV87	PA4711	GO:0046872; GO:0051537	2Fe-2S;Iron;Iron-sulfur;Metal-binding;Reference proteome
Q9HV89	PA4709	GO:0006826; GO:0020037	Reference proteome
Q9HV95	PA4702		Reference proteome
Q9HVA6	PA4689	GO:0005886; GO:0061024	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HVB1	PA4684		Reference proteome
Q9HVB4	PA4681		Reference proteome;Signal
Q9HVB6	PA4679		Reference proteome
Q9HVD3	PA4659	GO:0003677; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HVD4	PA4658		Reference proteome
Q9HVD8	PA4654	GO:0016020; GO:0022857	Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HVH0	PA4621	GO:0005506; GO:0016491	Reference proteome
Q9HVJ2	PA4594	GO:0005524; GO:0005886; GO:0016887; GO:0022857; GO:0055085; GO:1902495	ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transport
Q9HVJ6	PA4589	GO:0009279; GO:0015483	3D-structure;Cell outer membrane;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane beta strand
Q9HVJ8	PA4586		Reference proteome
Q9HVK7	PA4577	GO:0008270	Metal-binding;Reference proteome;Zinc;Zinc-finger
Q9HVL1	PA4573		Reference proteome
Q9HVN9	ndh PA4538	GO:0008137; GO:0016491	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9HVP5	PA4532	GO:0000041; GO:0005886	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HVQ1	PA4523		Reference proteome
Q9HVQ4	PA4518		Reference proteome
Q9HVR1	PA4510	GO:0005524; GO:0016787	ATP-binding;Hydrolase;Nucleotide-binding;Reference proteome
Q9HVR7	PA4504	GO:0005886; GO:0015031; GO:0071916	Cell inner membrane;Cell membrane;Membrane;Peptide transport;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HVT4	PA4487		Reference proteome;Signal
Q9HVU9	pmbA PA4472	GO:0005829; GO:0008237; GO:0016485; GO:1905368	3D-structure;Cytoplasm;Hydrolase;Metalloprotease;Protease;Reference proteome
Q9HW03	PA4405		Reference proteome
Q9HW05	PA4401	GO:0004364; GO:0006559; GO:0006749; GO:0016034	Reference proteome
Q9HW14	PA4390		Reference proteome;Signal
Q9HW16	PA4388	GO:0005737	3D-structure;Reference proteome
Q9HW25	PA4377		Reference proteome;Signal
Q9HW27	PA4375	GO:0005886; GO:0042910	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HW31	PA4371	GO:0004130; GO:0009055; GO:0020037; GO:0046872	Heme;Iron;Metal-binding;Reference proteome;Signal
Q9HW45	xenB PA4356	GO:0005829; GO:0010181; GO:0016628	Oxidoreductase;Reference proteome
Q9HW48	PA4353	GO:0006633; GO:0008770	Fatty acid biosynthesis;Fatty acid metabolism;Hydrolase;Lipid biosynthesis;Lipid metabolism;Reference proteome
Q9HW49	PA4352	GO:0005524	ATP-binding;Nucleotide-binding;Reference proteome
Q9HW65	PA4336	GO:0005829; GO:0019172; GO:0106044	Reference proteome
Q9HW71	PA4330	GO:0004165	3D-structure;Isomerase;Peroxisome;Reference proteome
Q9HW75	PA4326		Reference proteome;Signal
Q9HW77	PA4324	GO:0035438	Reference proteome
Q9HW79	PA4322	GO:0005524; GO:0016887	ATP-binding;Nucleotide-binding;Reference proteome
Q9HW90	PA4311	GO:0016757	Reference proteome
Q9HW95	rcpC PA4305		3D-structure;Reference proteome
Q9HW96	rcpA PA4304	GO:0009306; GO:0015627	3D-structure;Reference proteome
Q9HWA5	fppA PA4295	GO:0004190; GO:0009297; GO:0016020	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HWG1	PA4233	GO:0005886; GO:0016020; GO:0022857	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HWH5	mexH PA4206	GO:0015562; GO:1990281	Coiled coil;Reference proteome
Q9HWH7	ppgL PA4204	GO:0005829; GO:0006006; GO:0017057	3D-structure;Carbohydrate metabolism;Glucose metabolism;Reference proteome;Signal
Q9HWI6	PA4195	GO:0005576; GO:0006865; GO:0030288	Reference proteome;Signal;Transport
Q9HWI7	PA4194	GO:0005886; GO:0006865; GO:0022857; GO:0043190	Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HWL4	PA4167	GO:0051596; GO:1990002	NADP;Oxidoreductase;Reference proteome
Q9HWL5	PA4166	GO:0008080	Acyltransferase;Reference proteome;Transferase
Q9HWM2	fepB PA4159	GO:0030288; GO:1901678	Ion transport;Iron;Iron transport;Reference proteome;Signal;Transport
Q9HWP6	PA4135	GO:0003677; GO:0003700; GO:0006355; GO:0006950; GO:0045892	3D-structure;Reference proteome
Q9HWQ0	PA4131	GO:0005737; GO:0016020; GO:0046872; GO:0051539	4Fe-4S;Electron transport;Iron;Iron-sulfur;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport
